ranking,score,title,emission_date,url,studio,themes,genres,demographics,emission_type,number_episode,members,first_emission,last_emission,Adult Cast,Anthropomorphic,CGDCT,Childcare,Combat Sports,Crossdressing,Delinquents,Detective,Educational,Gag Humor,Gore,Harem,High Stakes Game,Historical,Idols (Female),Idols (Male),Isekai,Iyashikei,Love Polygon,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mythology,Not_available,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romantic Subtext,Samurai,School,Showbiz,Space,Strategy Game,Super Power,Survival,Team Sports,Time Travel,Vampire,Video Game,Visual Arts,Workplace,Action,Adventure,Avant Garde,Award Winning,Boys Love,Comedy,Drama,Ecchi,Fantasy,Girls Love,Gourmet,Horror,Mystery,Not_available,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Suspense
1527,7.56,Yuru Camp△ Specials,Mar 2018 - Jul 2018,https://myanimelist.net/anime/37341/Yuru_Camp△_Specials,C-Station,"['CGDCT', 'Iyashikei']",['Slice of Life'],,Special ,3,51711 ,2018-03-01,2018-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1528,7.56,Angel Beats! Specials,Dec 2010 - Jun 2015,https://myanimelist.net/anime/9062/Angel_Beats_Specials,P.A. Works,['School'],"['Comedy', 'Supernatural']",,Special ,2,264970 ,2010-12-01,2015-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1529,7.56,Arakawa Under the Bridge,Apr 2010 - Jun 2010,https://myanimelist.net/anime/7647/Arakawa_Under_the_Bridge,Shaft,['Not_available'],"['Comedy', 'Romance']",Seinen,TV ,13,342521 ,2010-04-01,2010-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1530,7.56,Boku no Hero Academia the Movie 1: Futari no Hero,Aug 2018 - Aug 2018,https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_the_Movie_1__Futari_no_Hero,Bones,['Super Power'],['Action'],Shounen,Movie ,1,703613 ,2018-08-01,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,7.56,Candy Candy,Oct 1976 - Feb 1979,https://myanimelist.net/anime/2800/Candy_Candy,Toei Animation,['Historical'],"['Drama', 'Slice of Life']",Shoujo,TV ,115,29226 ,1976-10-01,1979-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1532,7.56,Dragon Ball Super: Super Hero,Jun 2022 - Jun 2022,https://myanimelist.net/anime/48903/Dragon_Ball_Super__Super_Hero,Toei Animation,"['Martial Arts', 'Super Power']","['Action', 'Adventure', 'Fantasy']",Shounen,Movie ,1,79732 ,2022-06-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1533,7.56,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Oct 1990 - Oct 1990,https://myanimelist.net/anime/986/Dragon_Ball_Z_Special_1__Tatta_Hitori_no_Saishuu_Kessen,Toei Animation,['Not_available'],"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Shounen,Special ,1,99190 ,1990-10-01,1990-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1534,7.56,Durarara!!x2 Ketsu: Dufufufu!!,Jul 2016 - Jul 2016,https://myanimelist.net/anime/32915/Durararax2_Ketsu__Dufufufu,Shuka,['Not_available'],"['Action', 'Mystery', 'Supernatural']",,Special ,1,53115 ,2016-07-01,2016-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1535,7.56,Free! Dive to the Future - Soushun no Build-up!,Jun 2018 - Jun 2018,https://myanimelist.net/anime/38027/Free_Dive_to_the_Future_-_Soushun_no_Build-up,Kyoto Animation,['School'],['Comedy'],,Special ,1,21157 ,2018-06-01,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,7.56,Gugure! Kokkuri-san,Oct 2014 - Dec 2014,https://myanimelist.net/anime/23251/Gugure_Kokkuri-san,TMS Entertainment,['Gag Humor'],"['Comedy', 'Supernatural']",Shounen,TV ,12,177000 ,2014-10-01,2014-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1537,7.56,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,Jun 2018 - Jun 2018,https://myanimelist.net/anime/37109/Hakumei_to_Mikochi__Neji_to_Bed_to_Irori_to_Bakuchi,Lerche,['Iyashikei'],"['Fantasy', 'Slice of Life']",Seinen,Special ,1,8073 ,2018-06-01,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1538,7.56,Hataraku Saibou,Jul 2018 - Sep 2018,https://myanimelist.net/anime/37141/Hataraku_Saibou,David Production,"['Anthropomorphic', 'Educational', 'Medical']",['Comedy'],Shounen,TV ,13,617375 ,2018-07-01,2018-09-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,7.56,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,Apr 2016 - Apr 2016,https://myanimelist.net/anime/31989/Hibike_Euphonium_Movie_1__Kitauji_Koukou_Suisougaku-bu_e_Youkoso,Kyoto Animation,"['Music', 'Performing Arts', 'School']",['Not_available'],,Movie ,1,27863 ,2016-04-01,2016-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1540,7.56,Hinomaruzumou,Oct 2018 - Mar 2019,https://myanimelist.net/anime/37007/Hinomaruzumou,Gonzo,"['Combat Sports', 'School']",['Sports'],Shounen,TV ,24,115564 ,2018-10-01,2019-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1541,7.56,Hokuto no Ken 2,Mar 1987 - Feb 1988,https://myanimelist.net/anime/1356/Hokuto_no_Ken_2,Toei Animation,"['Martial Arts', 'Super Power']","['Action', 'Drama']",Shounen,TV ,43,29723 ,1987-03-01,1988-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,7.56,Hokuto no Ken: Raoh Gaiden Gekitou-hen,Apr 2007 - Apr 2007,https://myanimelist.net/anime/2174/Hokuto_no_Ken__Raoh_Gaiden_Gekitou-hen,TMS Entertainment,['Martial Arts'],"['Action', 'Adventure', 'Romance']",Shounen,Movie ,1,9736 ,2007-04-01,2007-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1543,7.56,InuYasha Movie 1: Toki wo Koeru Omoi,Dec 2001 - Dec 2001,https://myanimelist.net/anime/452/InuYasha_Movie_1__Toki_wo_Koeru_Omoi,Sunrise,"['Historical', 'Mythology', 'Time Travel']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",Shounen,Movie ,1,98862 ,2001-12-01,2001-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1544,7.56,Itte.,Jun 2017 - Jun 2017,https://myanimelist.net/anime/39452/Itte,add some,['Music'],['Not_available'],,Music ,1,3134 ,2017-06-01,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1545,7.56,Jigoku Sensei Nube,Apr 1996 - Jun 1997,https://myanimelist.net/anime/2012/Jigoku_Sensei_Nube,Toei Animation,['School'],"['Adventure', 'Comedy', 'Horror', 'Romance', 'Supernatural']",Shounen,TV ,49,19529 ,1996-04-01,1997-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1546,7.56,K: Return of Kings,Oct 2015 - Dec 2015,https://myanimelist.net/anime/27991/K__Return_of_Kings,GoHands,['Super Power'],"['Action', 'Supernatural']",,TV ,13,319132 ,2015-10-01,2015-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1547,7.56,Kami no Tou,Apr 2020 - Jun 2020,https://myanimelist.net/anime/40221/Kami_no_Tou,Telecom Animation Film,['Not_available'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",,TV ,13,855110 ,2020-04-01,2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1548,7.55,Aa! Megami-sama! Sorezore no Tsubasa,Apr 2006 - Sep 2006,https://myanimelist.net/anime/880/Aa_Megami-sama_Sorezore_no_Tsubasa,AIC,['Harem'],"['Comedy', 'Romance', 'Supernatural']",Seinen,TV ,22,64690 ,2006-04-01,2006-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1549,7.55,Basilisk: Kouga Ninpou Chou,Apr 2005 - Sep 2005,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou,Gonzo,"['Historical', 'Samurai']","['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']",Seinen,TV ,24,180267 ,2005-04-01,2005-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1550,7.55,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Dec 1995 - Dec 1995,https://myanimelist.net/anime/1240/Bishoujo_Senshi_Sailor_Moon_SuperS__Sailor_9_Senshi_Shuuketsu_Black_Dream_Hole_no_Kiseki,Toei Animation,['Mahou Shoujo'],['Drama'],Shoujo,Movie ,1,39614 ,1995-12-01,1995-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,7.55,Chuunibyou demo Koi ga Shitai! Ren,Jan 2014 - Mar 2014,https://myanimelist.net/anime/18671/Chuunibyou_demo_Koi_ga_Shitai_Ren,Kyoto Animation,['School'],"['Comedy', 'Romance']",,TV ,12,707060 ,2014-01-01,2014-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1552,7.55,Demi-chan wa Kataritai,Jan 2017 - Mar 2017,https://myanimelist.net/anime/33988/Demi-chan_wa_Kataritai,A-1 Pictures,"['School', 'Vampire']","['Comedy', 'Fantasy']",Seinen,TV ,12,400301 ,2017-01-01,2017-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1553,7.55,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Mar 2007 - Mar 2007,https://myanimelist.net/anime/2673/Doraemon_Movie_27__Nobita_no_Shin_Makai_Daibouken_-_7-nin_no_Mahoutsukai,Shin-Ei Animation,['Not_available'],"['Adventure', 'Comedy', 'Fantasy']",,Movie ,1,8479 ,2007-03-01,2007-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1554,7.55,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Apr 2015 - Jun 2015,https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka,J.C.Staff,['Not_available'],"['Action', 'Adventure', 'Fantasy']",,TV ,13,1447897 ,2015-04-01,2015-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1555,7.55,Edens Zero 2nd Season,Apr 2023 -,https://myanimelist.net/anime/50002/Edens_Zero_2nd_Season,J.C.Staff,['Space'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Shounen,TV ? eps),,38123 ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1556,7.55,Fate/Grand Order,Dec 2014 -,https://myanimelist.net/anime/36064/Fate_Grand_Order,ufotable,['Not_available'],"['Action', 'Fantasy']",,Special ? eps),,33690 ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1557,7.55,Garo Movie: Divine Flame,May 2016 - May 2016,https://myanimelist.net/anime/28539/Garo_Movie__Divine_Flame,MAPPA,['Mythology'],"['Action', 'Fantasy', 'Supernatural']",,Movie ,1,23794 ,2016-05-01,2016-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1558,7.55,Gensoumaden Saiyuuki,Apr 2000 - Mar 2001,https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki,Pierrot,['Mythology'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",Shounen,TV ,50,53450 ,2000-04-01,2001-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1559,7.55,Ginga Tetsudou 999 (Movie),Aug 1979 - Aug 1979,https://myanimelist.net/anime/1301/Ginga_Tetsudou_999_Movie,Toei Animation,['Space'],"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",,Movie ,1,19042 ,1979-08-01,1979-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1560,7.55,Gokushufudou Season 2,Jan 2023 - Jan 2023,https://myanimelist.net/anime/53148/Gokushufudou_Season_2,J.C.Staff,"['Adult Cast', 'Gag Humor', 'Organized Crime']",['Comedy'],,ONA ,5,52889 ,2023-01-01,2023-01-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,7.55,Heya Camp△: Sauna to Gohan to Sanrin Bike,May 2020 - May 2020,https://myanimelist.net/anime/41061/Heya_Camp△__Sauna_to_Gohan_to_Sanrin_Bike,C-Station,"['CGDCT', 'Iyashikei']",['Slice of Life'],,Special ,1,17275 ,2020-05-01,2020-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1562,7.55,Higashi no Eden Movie I: The King of Eden,Nov 2009 - Nov 2009,https://myanimelist.net/anime/6372/Higashi_no_Eden_Movie_I__The_King_of_Eden,Production I.G,['Not_available'],"['Mystery', 'Romance', 'Sci-Fi', 'Suspense']",,Movie ,1,165632 ,2009-11-01,2009-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
1563,7.55,Hungry Heart: Wild Striker,Sep 2002 - Sep 2003,https://myanimelist.net/anime/17/Hungry_Heart__Wild_Striker,Nippon Animation,['Team Sports'],"['Comedy', 'Slice of Life', 'Sports']",Shounen,TV ,52,23967 ,2002-09-01,2003-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1564,7.55,InuYasha Movie 4: Guren no Houraijima,Dec 2004 - Dec 2004,https://myanimelist.net/anime/449/InuYasha_Movie_4__Guren_no_Houraijima,Sunrise,"['Historical', 'Mythology', 'Time Travel']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",Shounen,Movie ,1,90181 ,2004-12-01,2004-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1565,7.55,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Jan 2020 - Mar 2020,https://myanimelist.net/anime/38790/Itai_no_wa_Iya_nano_de_Bougyoryoku_ni_Kyokufuri_Shitai_to_Omoimasu,SILVER LINK.,['Video Game'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,TV ,12,486290 ,2020-01-01,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1566,7.55,Kaitou Saint Tail,Oct 1995 - Sep 1996,https://myanimelist.net/anime/1567/Kaitou_Saint_Tail,TMS Entertainment,['Not_available'],"['Adventure', 'Romance']",Shoujo,TV ,43,19533 ,1995-10-01,1996-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1567,7.55,Kara no Kyoukai Remix: Gate of Seventh Heaven,Mar 2009 - Mar 2009,https://myanimelist.net/anime/6624/Kara_no_Kyoukai_Remix__Gate_of_Seventh_Heaven,ufotable,['Super Power'],"['Action', 'Mystery', 'Romance', 'Suspense']",,Movie ,1,46174 ,2009-03-01,2009-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1568,7.55,Kidou Keisatsu Patlabor the Movie,Jul 1989 - Jul 1989,https://myanimelist.net/anime/1095/Kidou_Keisatsu_Patlabor_the_Movie,Production I.G,"['Detective', 'Mecha', 'Military']",['Drama'],,Movie ,1,43591 ,1989-07-01,1989-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,7.55,Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,Dec 2016 - Dec 2016,https://myanimelist.net/anime/33519/Koutetsujou_no_Kabaneri_Movie_1__Tsudou_Hikari,Wit Studio,"['Gore', 'Historical', 'Survival']","['Action', 'Drama', 'Fantasy', 'Horror']",,Movie ,1,47823 ,2016-12-01,2016-12-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1570,7.55,Koutetsujou no Kabaneri Movie 2: Moeru Inochi,Jan 2017 - Jan 2017,https://myanimelist.net/anime/33520/Koutetsujou_no_Kabaneri_Movie_2__Moeru_Inochi,Wit Studio,"['Gore', 'Historical', 'Survival']","['Action', 'Drama', 'Fantasy', 'Horror']",,Movie ,1,46877 ,2017-01-01,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1571,7.55,Majo no Tabitabi,Oct 2020 - Dec 2020,https://myanimelist.net/anime/40571/Majo_no_Tabitabi,C2C,['Not_available'],"['Adventure', 'Fantasy']",,TV ,12,363379 ,2020-10-01,2020-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1572,7.55,Minami-ke Okaeri,Jan 2009 - Mar 2009,https://myanimelist.net/anime/5162/Minami-ke_Okaeri,asread.,"['CGDCT', 'School']","['Comedy', 'Slice of Life']",Seinen,TV ,13,65349 ,2009-01-01,2009-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
